Date,portfolio,spy
2024-08-01 00:00:00-04:00,0.9679978284754603,0.985839085734509
2024-08-02 00:00:00-04:00,0.9332859000025969,0.9674844653771467
2024-08-05 00:00:00-04:00,0.9150469305381784,0.9393075712200838
2024-08-06 00:00:00-04:00,0.9324245040131802,0.9479676546303252
2024-08-07 00:00:00-04:00,0.9326004186965066,0.94163132972027
2024-08-08 00:00:00-04:00,0.9642426841875616,0.9633993752095242
2024-08-09 00:00:00-04:00,0.968889320035018,0.9676476155466953
2024-08-12 00:00:00-04:00,0.9662359107345146,0.9681559607004961
2024-08-13 00:00:00-04:00,0.9818627406881331,0.9840779237794545
2024-08-14 00:00:00-04:00,0.9770408729463306,0.9871825289475586
2024-08-15 00:00:00-04:00,1.0003221390336852,1.004102966538489
2024-08-16 00:00:00-04:00,1.000543442831431,1.0063542578517157
2024-08-19 00:00:00-04:00,1.009234630909881,1.015976384182671
2024-08-20 00:00:00-04:00,1.0043876242171341,1.0143242907182155
2024-08-21 00:00:00-04:00,1.0057412681083897,1.0178102961786548
2024-08-22 00:00:00-04:00,0.9883965853140433,1.0098218212333503
2024-08-23 00:00:00-04:00,1.0011471429840275,1.0205514905668773
2024-08-26 00:00:00-04:00,0.9958451850774832,1.0181187201468855
2024-08-27 00:00:00-04:00,0.9979533200966081,1.0195166976052343
2024-08-28 00:00:00-04:00,0.99114425521998,1.0135982611495666
2024-08-29 00:00:00-04:00,0.9943813654157261,1.0136888875613614
2024-08-30 00:00:00-04:00,1.0045193682792202,1.0233655481376165
2024-09-03 00:00:00-04:00,0.9582495499246253,1.002305712416939
2024-09-04 00:00:00-04:00,0.9467481764541222,1.0002542291476946
2024-09-05 00:00:00-04:00,0.9465680558562816,0.9978212324445274
2024-09-06 00:00:00-04:00,0.9183767262521536,0.9810281922814135
2024-09-09 00:00:00-04:00,0.9242484312890216,0.9920117513378713
2024-09-10 00:00:00-04:00,0.9242252507205827,0.9963327417159714
2024-09-11 00:00:00-04:00,0.9493220311991757,1.0065540658956977
2024-09-12 00:00:00-04:00,0.9577380710669782,1.0150324439159981
2024-09-13 00:00:00-04:00,0.9688142421533505,1.0203336930104412
2024-09-16 00:00:00-04:00,0.9592014443597845,1.021840512676214
2024-09-17 00:00:00-04:00,0.9628589219228768,1.022258118276632
2024-09-18 00:00:00-04:00,0.9631226229807182,1.0192262631494569
2024-09-19 00:00:00-04:00,1.0015156959218594,1.0366187274445176
2024-09-20 00:00:00-04:00,0.9900243641290741,1.0348267909775921
2024-09-23 00:00:00-04:00,0.9908959825427932,1.0374127551074093
2024-09-24 00:00:00-04:00,1.0102446527576512,1.0403810246622638
2024-09-25 00:00:00-04:00,1.0061884649276465,1.038086739545689
2024-09-26 00:00:00-04:00,1.0276878491866543,1.0422022648004188
2024-09-27 00:00:00-04:00,1.0178264532562018,1.0406906931879598
2024-09-30 00:00:00-04:00,1.0176669900444315,1.044860978971165
2024-10-01 00:00:00-04:00,1.0097643395181781,1.035500549132696
2024-10-02 00:00:00-04:00,1.0163875899969144,1.0359376150862087
2024-10-03 00:00:00-04:00,1.017941239339701,1.0340438511903003
2024-10-04 00:00:00-04:00,1.0253794580818232,1.0434403731952644
2024-10-07 00:00:00-04:00,1.016806771681762,1.0340073064574542
2024-10-08 00:00:00-04:00,1.0199593702215832,1.0437864733122186
2024-10-09 00:00:00-04:00,1.0308077624184433,1.0510163339115997
2024-10-10 00:00:00-04:00,1.0264667080390002,1.0491769911194033
2024-10-11 00:00:00-04:00,1.0363738661656634,1.0554596303460668
2024-10-14 00:00:00-04:00,1.0467190204751424,1.0640916546425438
2024-10-15 00:00:00-04:00,1.0075232720436815,1.0558239462586505
2024-10-16 00:00:00-04:00,0.9961117729592294,1.060413082199739
2024-10-17 00:00:00-04:00,1.0177856552303395,1.0605039348947094
2024-10-18 00:00:00-04:00,1.0221705233552303,1.0645833679829442
2024-10-21 00:00:00-04:00,1.021778835681819,1.0628349910273058
2024-10-22 00:00:00-04:00,1.019999351418247,1.0622705276459767
2024-10-23 00:00:00-04:00,1.010774259430685,1.0525639976905534
2024-10-24 00:00:00-04:00,1.0091838666740387,1.0548405195778503
2024-10-25 00:00:00-04:00,1.0176267441286302,1.0544762036652666
2024-10-28 00:00:00-04:00,1.0139864592040537,1.0577360390917758
2024-10-29 00:00:00-04:00,1.0202391206994152,1.0594478713145679
2024-10-30 00:00:00-04:00,1.0072861240035924,1.056242796416534
2024-10-31 00:00:00-04:00,0.9915632123642836,1.035536980723954
2024-11-01 00:00:00-04:00,0.9938492785437606,1.0399077534006678
2024-11-04 00:00:00-05:00,0.9870541400580808,1.0376677762462172
2024-11-05 00:00:00-05:00,0.9981530872296859,1.050214952045503
2024-11-06 00:00:00-05:00,1.0150885125544595,1.0763292750577214
2024-11-07 00:00:00-05:00,1.0318022820410122,1.0846516308285024
2024-11-08 00:00:00-05:00,1.019434676041233,1.0893498352601905
2024-11-11 00:00:00-05:00,1.0146403509236148,1.0903879093278783
2024-11-12 00:00:00-05:00,1.0113570491681865,1.0870007896151404
2024-11-13 00:00:00-05:00,1.0024380868891707,1.0875287082636234
2024-11-14 00:00:00-05:00,1.0095918238505681,1.080535879290597
2024-11-15 00:00:00-05:00,0.9892737454302534,1.0666958345679902
2024-11-18 00:00:00-05:00,0.9983911912018452,1.0710663809615284
2024-11-19 00:00:00-05:00,1.0016794763004688,1.074981645605925
2024-11-20 00:00:00-05:00,0.9971302214272254,1.075345848376921
2024-11-21 00:00:00-05:00,0.999574275766728,1.0811185584675553
2024-11-22 00:00:00-05:00,1.0008181460091472,1.0844693597306228
2024-11-25 00:00:00-05:00,1.0088121865964494,1.0881481584566033
2024-11-26 00:00:00-05:00,1.0080030272258358,1.0938297895690918
2024-11-27 00:00:00-05:00,1.0029312477342822,1.0905154198972828
2024-11-29 00:00:00-05:00,1.0140527388403455,1.097289772464347
2024-12-02 00:00:00-05:00,1.0341671721396375,1.0992565126843596
2024-12-03 00:00:00-05:00,1.0414460800098837,1.099766328678801
2024-12-04 00:00:00-05:00,1.0475443241856421,1.1065954417743402
2024-12-05 00:00:00-05:00,1.044463370337046,1.104774314777773
2024-12-06 00:00:00-05:00,1.04474075904799,1.106868678708778
2024-12-09 00:00:00-05:00,1.0464578967964608,1.1011687186590726
2024-12-10 00:00:00-05:00,1.0443008343854363,1.0977450542134883
2024-12-11 00:00:00-05:00,1.059356590920861,1.106231352144932
2024-12-12 00:00:00-05:00,1.050207067121838,1.1005313920952267
2024-12-13 00:00:00-05:00,1.0594571661394159,1.1003126894060888
2024-12-16 00:00:00-05:00,1.0700743432971362,1.1050111201209525
2024-12-17 00:00:00-05:00,1.0714510929908312,1.1004583026295345
2024-12-18 00:00:00-05:00,1.0439811233997973,1.0676610454531617
2024-12-19 00:00:00-05:00,1.0393428340847801,1.0673331611318364
2024-12-20 00:00:00-05:00,1.0506931459146562,1.0801527818744459
2024-12-23 00:00:00-05:00,1.0686855894836618,1.086621086446622
2024-12-24 00:00:00-05:00,1.072384050073576,1.0986987246567084
2024-12-26 00:00:00-05:00,1.0679457023113388,1.098772153547164
2024-12-27 00:00:00-05:00,1.058922533653784,1.0872058021721598
2024-12-30 00:00:00-05:00,1.0475762145891239,1.0747990350832826
2024-12-31 00:00:00-05:00,1.040051742397709,1.070888974951923
2025-01-02 00:00:00-05:00,1.039753079967278,1.0682575279038267
2025-01-03 00:00:00-05:00,1.0550690003979561,1.0816144580467029
2025-01-06 00:00:00-05:00,1.0881472104612893,1.087845278426173
2025-01-07 00:00:00-05:00,1.0727969047725827,1.075548258677422
2025-01-08 00:00:00-05:00,1.0628394671345849,1.0771195690482176
2025-01-10 00:00:00-05:00,1.0499056498912316,1.0606747786922255
2025-01-13 00:00:00-05:00,1.0437919181777124,1.062319291670301
2025-01-14 00:00:00-05:00,1.0493442650052291,1.0637808547009704
2025-01-15 00:00:00-05:00,1.0634024623330813,1.0831310078890233
2025-01-16 00:00:00-05:00,1.070744187595526,1.081048071258382
2025-01-17 00:00:00-05:00,1.0770020030742902,1.0919017437720928
2025-01-21 00:00:00-05:00,1.0890162853248475,1.101896445351538
2025-01-22 00:00:00-05:00,1.0953807936398057,1.1080906078565742
2025-01-23 00:00:00-05:00,1.0950421323168964,1.1141388177134013
2025-01-24 00:00:00-05:00,1.0906236823855096,1.1108863364900963
2025-01-27 00:00:00-05:00,1.0425550234196983,1.0951724407910266
2025-01-28 00:00:00-05:00,1.0587675911764929,1.1045825397865217
2025-01-29 00:00:00-05:00,1.0702439214905553,1.0996307850566658
2025-01-30 00:00:00-05:00,1.077519030819877,1.105532589698933
2025-01-31 00:00:00-05:00,1.0788889157708053,1.099649000852295
2025-02-03 00:00:00-05:00,1.0520043577268245,1.092248749021749
2025-02-04 00:00:00-05:00,1.065465451155098,1.0995759113866026
2025-02-05 00:00:00-05:00,1.05761772384993,1.1040343687938297
2025-02-06 00:00:00-05:00,1.0629360642737897,1.1078715657426725
2025-02-07 00:00:00-05:00,1.0436974783786241,1.097730572090255
2025-02-10 00:00:00-05:00,1.0510322556306133,1.1051853581661009
2025-02-11 00:00:00-05:00,1.0572686777667697,1.1060260001631494
2025-02-12 00:00:00-05:00,1.0519841396730534,1.1024629452814463
2025-02-13 00:00:00-05:00,1.0606656186311962,1.1141022729805548
2025-02-14 00:00:00-05:00,1.0571012031095122,1.114047286168904
2025-02-18 00:00:00-05:00,1.0531152001986024,1.1173180963294258
2025-02-19 00:00:00-05:00,1.0526312758515495,1.1199494302359345
2025-02-20 00:00:00-05:00,1.0493340074918072,1.1152900333688478
2025-02-21 00:00:00-05:00,1.0350963655760248,1.0962140222479348
2025-02-24 00:00:00-05:00,1.02838170083634,1.0912256096436452
2025-02-25 00:00:00-05:00,1.0225132673831832,1.0857988865283776
2025-02-26 00:00:00-05:00,1.0246994435803525,1.0863468312378939
2025-02-27 00:00:00-05:00,0.989143237966826,1.0690066383563779
